State;Sex;Title;Reward;Description;Link;Additional;Fields of study
Nationwide;Female;Archibald Motley Student Fund;$1,000;The Archibald Motley Student Fund was established in 2003 to provide financial assistance to currently enrolled undergraduate and graduate SAIC students whose work explores the African diaspora.;http://www.saic.edu/financialaid/saicscholarshipsandgrants/donorsupportedscholarship/;Generic;Art
Nationwide;Female;Auburn University Department of Art Annual Scholarships;$500;Two $500 scholarships are awarded each year to an Auburn University student or incoming student who is seeking an undergraduate degree in Studio Art (BA in Art or BFA in Studio Art), or Art History (BA in Art [formal option in Art History]) and has a minimum overall 3.0 GPA. Studio Art majors should demonstrate quality in their artwork and overall accomplishments in the degree program and Art History majors should demonstrate writing ability and noteworthy scholarship. Preference will be given to students with demonstrated financial need.;;Generic;Art
Nationwide;Female;C-CAP Careers Through Culinary Arts Program;$95,000;"High school seniors graduating who are enrolled in a C-CAP program may compete for one nationwide, full-tuition scholarship to be used for either a two- or four-year degree program at any one of over 40 U.S. schools comprising The International Culinary Schools at The Art Institutes. Scholarship value is approximately $38,000 - $95,000; current tuition rates at chosen school will apply. Tuition scholarships are not redeemable for cash. The tuition scholarship covers academic tuition and may not be applied against fees, housing, living expenses, or program supplies and may not be transferred between affiliate schools.";https://www.artinstitutes.edu/phoenix/tuition-aid/scholarships;Generic;Art
Nationwide;Female;Central Michigan University Art Scholarships;Varies;Central Michigan University provides a variety of scholarships for entering and continuing students who major (or intend to major) in Art.;https://www.cmich.edu/colleges/cam/ART/Pages/scholarships.aspx;Generic;Art, Fine Arts, Visual Arts, Biology
Nationwide;Female;Competitive Excellence Award;$2,000;This $2,000 renewable scholarship is awarded to incoming first-year students for their participation in one of the following art exhibitions or competitions: Chicago Public Schools All-City Senior Portfolio Exhibition, Art Institute Re:Imagine24 Youth Competition, Illinois High Schools Regional Arts Exhibition, Ohio Governor's Youth Arts Exhibition, National Scholastic Art and Writing Awards, and National YoungArts Foundation.;http://www.saic.edu/admissions/ug/first-timefreshmen/meritscholarship/;Generic;Visual Arts, Fine Arts, Art
Nationwide;Female;DECA Scholarship;$7,500;"
DECA high school senior students graduating are eligible to receive up to a $1,000 scholarship for participation in the organization. DECA high school senior students graduating who are members of DECA can compete in DECA State and/or DECA International competitions. DECA students who are first place winners at the State Level competitions can receive up to $1,500 in addition to the member amount. DECA students who are first-place winners at the DECA International Career Development Conference (ICDC) competitions can receive $5,000 in addition to the DECA State Scholarship and the member amount.";https://www.artinstitutes.edu/phoenix/tuition-aid/scholarships;Generic;"
Visual Arts, Fine Arts, Art"
Nationwide;Female;Department of Art & Art History Incoming Freshman Scholarship;Varies;The Department of Art and Art History awards two Incoming Freshman Scholarships each year. Awards are granted based on academic and artistic and art historical scholarly promise evident in the application submitted.;https://www.uab.edu/cas/art/resources/student/scholarships;Generic;Visual Arts, Fine Arts, Art
Nationwide;Female;Dexter Jones Award;$5,000;The Dexter Jones Award, an unrestricted prize of $5,000, is presented annually to a sculptor for an outstanding work of sculpture in bas-relief.;https://nationalsculpture.org/programs-awards/dexter-jones-award/;Generic;Visual Arts, Fine Arts, Art
Nationwide;Female;Dr. Emily Farnham Graduate Scholarship in Art History;$1,750;Award of $500-$1,700 per semester, renewable for a second semester upon reapplication, for an incoming grad student in art history. Requires strong credentials in art history, a sample of research writing and a statement of intent for M.A. study.;https://www.kent.edu/art/scholarships;Generic;Visual Arts, Fine Arts, Art
Nationwide;Female;Elmer, Virginia, & Karen Novotny Scholarship;$5,000;The Alex J. Ettl and Marilyn Newmark Memorial Grants are unrestricted prizes of $5,000 each. They are awarded annually to a sculptor (the Newmark is for a sculptor specializing in animal sculpture) who has demonstrated a commitment to sculpting and an outstanding ability in his or her body of work.;https://www.kent.edu/art/scholarships;Generic;
Nationwide;Female;James Madison Incoming Students Art Scholarships;Varies;"
Awarded with monies from the annual art auction and contributions from alumni, faculty, students, and patrons of the arts. Recipients shall be incoming freshmen or undergraduate art majors who show artistic accomplishments in art history or art education.";http://www.jmu.edu/artandarthistory/scholarships/incoming-freshmen-transfer-students.shtml;Generic;"
Visual Arts, Fine Arts, Art"
Nationwide;Female;Lacy Ann Livingston Endowed Scholarship in the Visual Arts;Varies;"
The University Scholarship Committee will select a recipient who is of good moral character and a full-time Art major with an overall GPA of 3.0 or higher, or an incoming freshman planning to major in art with a high school GPA of 3.25 or higher.";https://www.southeastern.edu/acad_research/depts/vis_art/student_success/scholarships/index.html;Generic;"
Visual Arts, Fine Arts, Art"
Nationwide;Female;Linda & Vincent Buonanno Contemporary Practices Scholarship;Varies;Art Institute Trustee and SAIC Board of Governor Linda Buonanno and her husband Vincent created this scholarship to support mid-career students. It is awarded through a competitive merit-based selection process to undergraduate students who have completed their first year at SAIC. Selected students each receive $5,000 annually during their sophomore, junior, and senior years, for a total award of $15,000.;https://saic.academicworks.com/opportunities/1295;Generic;"
Visual Arts, Fine Arts, Art"
Nationwide;Female;Montana State University Art Scholarships;Varies;The School of Art awards a minimum of 2 $3,000 scholarships every year to high school seniors based upon portfolio requirements. The scholarship is based primarily on a portfolio review of a CD of work, grade point average (GPA) of 3.0 or higher, and a short essay. Portfolios should consist of 10 works and all work must be represented on a CD, no photographs or original work will be accepted.;http://art.montana.edu/scholarships.html;Generic;"
Visual Arts, Fine Arts, Art"
Nationwide;Female;National ProStart Invitational Culinary Competition Scholarship;Varies;The National ProStart InvitationalÆ is a national secondary school competition focused on restaurant management and culinary arts. Annually, 350 student competitors put their skills to the test in front of industry leaders, NRAEF Trustees, state restaurant associations, and family and friends - all with hopes of earning a coveted scholarship from one of the nation's largest culinary and restaurant management programs. The culinary competition highlights each team's creative abilities through the preparation of a three-course meal in 60 minutes, using only two butane burners, and without access to running water or electricity. Students are evaluated on taste, skill, teamwork, safety and sanitation.;https://www.chooserestaurants.org/Programs-and-Scholarships/Meet-ProStart/Competitions;Generic;Visual Arts, Fine Arts, Art
Nationwide;Female;National ProStart Invitational Management Competition Scholarship;Varies;The National ProStart InvitationalÆ is a national secondary school competition focused on restaurant management and culinary arts. Annually, 350 student competitors put their skills to the test in front of industry leaders, NRAEF Trustees, state restaurant associations, and family and friends - all with hopes of earning a coveted scholarship from one of the nation's largest culinary and restaurant management programs. Management teams develop a proposal for the next promising restaurant concept and present it to a panel of industry judges. Next, their problem solving skills are tested as they quickly solve challenges faced by managers daily.;https://www.chooserestaurants.org/Programs-and-Scholarships/Meet-ProStart/Competitions;Generic;Visual Arts, Fine Arts, Art
Nationwide;Female;Phi Theta Kappa National Honor Society Scholarship;$1,000;"
The Art Institutes system is proud to offer a $1,000 Tuition Scholarship to all eligible Phi Theta Kappa members. Phi Theta Kappa members who graduate with an associate's degree from a community college and have been accepted into a bachelor's degree program at any Art Institutes school are eligible to receive the scholarship. The $1000 Tuition scholarship will be awarded upon acceptance and enrollment into a bachelor's degree program and applied to the first quarter.";https://www.artinstitutes.edu/phoenix/tuition-aid/scholarships;Generic;"
Visual Arts, Fine Arts, Art"
Nationwide;Female;ProStart State Scholarships;$3,000;Admitted Phi Theta Kappa applicants will qualify to receive a $2,000 PTK Scholarship, per academic year, through the admission process once PTK status is verified.;http://www.saic.edu/financial-aid/saic-scholarships-and-grants/merit-scholarships;Generic;"
Visual Arts, Fine Arts, Art"
Nationwide;Female;The Scholastic Art & Writing Awards;$10,000;"
Four nationwide $10,000 scholarships will be awarded by The Art Institutes to the Scholastic National Award Recipients on a first-come, first-served basis.";https://www.artinstitutes.edu/phoenix/tuition-aid/scholarships;Generic;"
Art"
Nationwide;Female;The Virginia Museum of Fine Arts Fellowship Program;$8,000;"
The Virginia Museum of Fine Arts Fellowship Program is a vital source of funding for the visual arts and art history in Virginia. VMFA is committed to supporting professional artists as well as art and art history students who demonstrate exceptional creative ability in their chosen discipline and, as such, has awarded nearly $5.5 million in Fellowships to Virginians.";http://vmfa.museum/programs/college/visual-arts-fellowships/;Generic;Visual Arts, Fine Arts, Art
Nationwide;Female;University of Utah Art Scholarships;Varies;The Department of Art and Art History offers multiple one-year residential tuition Departmental Scholarships in the amount of $5,000. Those eligible for the art history scholarship include Utah resident declared art history majors. Those eligible for studio art scholarships are Utah resident high school students who plan to become art majors, Utah resident art majors currently enrolled at the University and Utah resident transfer students who have declared art as their major.;https://www.art.utah.edu/?s=scholarships;Generic;Visual Arts, Fine Arts, Art
Nationwide;Female;Freshman Undergraduate Research Program (FURP);$1,000;"
This is your chance to do research for pay while investigating various fields of study. If you are a freshman, FURP can offer you a low-risk chance to do research before making any life changing decisions about your major. FURP offers you a way to enhance your research skills as well as provide an avenue where you can learn more about your major. FURP provides students with a learning experience that closely resembles how science and engineering are done in the real world.";http://pa.spacegrant.org/furp;Generic;Veterinary Studies, Psychology, Pre-Medicine, Physics, Nutritional Science, Nursing, Mathematics/Statistics, Kinesiology/Exercise Science, Information Technology, Health Professions, Engineering, Earth Science/Geology, Dental Studies, Computer Science, Chemistry, Biology, Astronomy/Astrophysics
Nationwide;Female;Minority Undergraduate Laboratory Research Experience (MURE);$1,000;This is your chance to do research for pay while investigating various fields of study. If you are a minority student, MURE can offer you a low-risk chance to do research before making any life changing decisions about your major. If you are an undergraduate Penn State student planning on being here for at least one more year, MURE offers you a way to enhance your research skills as well as provide an avenue where you can learn more about your major. MURE provides students with a learning experience that closely resembles how science and engineering are done in the real world.;http://pa.spacegrant.org/mure;Generic;"
Veterinary Studies, Psychology, Pre-Medicine, Physics, Nutritional Science, Nursing, Mathematics/Statistics, Kinesiology/Exercise Science, Information Technology, Health Professions, Engineering, Earth Science/Geology, Dental Studies, Computer Science, Chemistry, Biology, Astronomy/Astrophysics"
Nationwide;Female;Massachusetts High Demand Scholarship Program;$4,000;The Massachusetts High Demand Scholarship Program was created by the Massachusetts Legislature to support economic growth and development. The purpose is to encourage degree completion in high demand disciplines that will help address the workforce needs of the Commonwealth by providing scholarship assistance to support the educational costs of students pursuing such programs of study. The application for the Massachusetts High Demand Scholarship is open to community college students who are pursuing a STEM (Science, Technology, Engineering, Math) degree.;http://www.mass.edu/osfa/programs/highdemand.asp;Generic;Agriculture, Astronomy/Astrophysics, Biology, Chemistry, Computer Science, Earth Science/Geology, Engineering, Information Technology, Physics, Pre-Medicine, Psychology
Nationwide;Female;Science, Mathematics And Research for Transformation (SMART) Scholarship for Service Program;Full Tuition;"
The Science, Mathematics And Research for Transformation (SMART) Scholarship for Service Program is an opportunity for students pursuing an undergraduate or graduate degree in Science, Technology, Engineering, and Mathematics (STEM) disciplines to receive a full scholarship and be gainfully employed upon degree completion.";https://smartscholarshipprod.service-now.com/smart;Generic;Veterinary Studies, Psychology, Pre-Medicine, Physics, Nutritional Science, Nursing, Mathematics/Statistics, Kinesiology/Exercise Science, Information Technology, Health Professions, Engineering, Earth Science/Geology, Dental Studies, Computer Science, Chemistry, Biology, Astronomy/Astrophysics
Nationwide;Female;RISE Germany;Varies;RISE Germany offers undergraduate students from North American and British universities the opportunity to complete a summer research internship at top German universities and research institutions.;https://www.daad.de/rise/en/rise-germany/;Generic;"
Pre-Medicine, Biology, Chemistry, Astronomy/Astrophysics, Physics, Earth Science/Geology, Engineering"
Nationwide;Female;Goldwater Scholarship;Varies;The Barry Goldwater Scholarship and Excellence in Education Program aims to provide a continuing source of highly qualified scientists, mathematicians and engineers by awarding scholarships to college students pursuing research in these fields.;https://goldwater.scholarsapply.org/;Generic;"
Astronomy/Astrophysics, Biology, Chemistry, Computer Science, Earth Science/Geology, Engineering, Information Technology, Mathematics/Statistics, Physics, Pre-Medicine"
Nationwide;Female;Pennsylvania Space Grant Consortium Undergraduate Scholarship;$4,000;The Pennsylvania Space Grant Consortium will award one-year scholarships in the amount of $4,000 per academic year to outstanding students across the state of Pennsylvania who promote undergraduate study in the fields of science, technology, engineering and mathematics (STEM) and are likely to pursue a career in an are of interest to NASA.;https://sites.psu.edu/paspacegrant/opportunities/scholarships/state-wide-undergraduate-scholarships/;Generic;Pre-Medicine, Biology, Chemistry, Computer Science, Dental Studies, Earth Science/Geology, Engineering, Health Professions, Information Technology, Kinesiology/Exercise Science, Mathematics/Statistics, Nursing, Nutritional Science, Astronomy/Astrophysics, Physics, Psychology, Veterinary Studies
Nationwide;Female;Edward D. Hendrickson / SAE Engineering Scholarship;$5,000;This scholarship, established by Hendrickson International, honors the late Edward D. Hendrickson, a pioneer in the commercial vehicle industry.;http://students.sae.org/scholarships/hendrickson/;Generic;Engineering, Information Technology, Earth Science/Geology, Astronomy/Astrophysics, Physics, Pre-Medicine, Biology, Chemistry, Computer Science
Nationwide;Female;Herbert Levy Memorial Scholarship;$2,000;"The purpose of the Society of Physics Students scholarship program is to encourage the study of physics and the pursuit of high scholarship. In memory of her late husband Dr. Herbert Levy, Margaret Sussman Levy bequeathed funds to establish this scholarship award ""to be used for a worthy, needy physics student"" to attain a quality physics education. The award consists of a $2,000 scholarship.";https://www.spsnational.org/scholarships/levy;Generic;"
Astronomy/Astrophysics, Physics"
Nationwide;Female;Honeywell Scholarship;$10,000;This scholarship provides aid for current freshmen who are pursuing a STEM degree at a Honeywell Partner School or Horatio Alger Collegiate Partner institution.;https://scholars.horatioalger.org/scholarships/about-our-scholarship-programs/targeted-scholarships/;Generic;"
Agriculture, Astronomy/Astrophysics, Biology, Chemistry, Computer Science, Earth Science/Geology, Engineering, Information Technology, Physics, Pre-Medicine, Psychology"
Nationwide;Female;TMC / SAE Donald D. Dawson Technical Scholarship;$1,500;SAE and The Maintenance Council of American Trucking Associations have established this technical education scholarship to honor the leadership of Donald D. Dawson. From his position as Vice President of Maintenance with Roadway Express, Mr. Dawson worked through SAE and TMC to merge the goals of truck equipment users and manufacturers.;http://students.sae.org/scholarships/dawson/;Generic;Engineering, Information Technology, Earth Science/Geology, Astronomy/Astrophysics, Physics, Pre-Medicine, Biology, Chemistry, Computer Science
Nationwide;Female;Nick Anderson Astronomy Scholarship;$1,300;Must take an Astronomy course in one of Virginia Beach's high schools as a junior or senior.;http://www.planetarium.vbschools.com/scholarship.htm;Generic;Physics, Astronomy/Astrophysics
Nationwide;Female;Van Nattan-Hansen Scholarship;Varies;The DAS Van Nattan Hansen Scholarship program provides support for worthy graduating high school students or undergraduate college students majoring in astronomy and the physical sciences.;http://www.denverastro.org/?page_id=201;Generic;Physics, Astronomy/Astrophysics
Nationwide;Female;Texas A&M Science and Mathematics Scholarships;Varies;Texas A&M University provides various scholarships to students majoring in Biology, Chemistry, Mathematics, Physics, Astronomy, and other sciences. These scholarships are based on various factors.;http://www.science.tamu.edu/academics/scholarships.php;Generic;Pre-Medicine, Physics, Mathematics/Statistics, Chemistry, Biology, Astronomy/Astrophysics
Nationwide;Female;Universities Space Research Association Scholarship Awards;Varies;The USRA Scholarship Awards provide college scholarship awards to students who have shown a career interest in science or engineering with an emphasis on space research or space science education.;https://www.usra.edu/educational-activities-and-opportunities/usra-scholarship-awards;Generic;Veterinary Studies, Psychology, Pre-Medicine, Physics, Nutritional Science, Nursing, Mathematics/Statistics, Kinesiology/Exercise Science, Information Technology, Health Professions, Engineering, Earth Science/Geology, Dental Studies, Computer Science, Chemistry, Biology, Astronomy/Astrophysics
Nationwide;Female;Clarkston Scholars Program;$10,000;Each year, the Clarkston Scholars Program provides one sophomore attending a four-year college or university undergraduate program in Pennsylvania, majoring in a life sciences related field of study, a $10,000 scholarship award ($5,000 per year for junior and senior year). In addition, the Clarkston Scholar will receive exposure to the life sciences industry through mentoring with Clarkston Consulting and participation in Pennsylvania Bio events over the course of the two-year scholarship award period.;;Generic;"

Pre-Medicine, Biology, Chemistry"
Nationwide;Female;ACIL Scholarship;$5,000;"
The ACIL Scholarship Alliance, a division of the Independent Laboratories Institute, helps to ensure future generations of skilled employees for the laboratory testing community. Finding and keeping qualified technical personnel is a constant challenge for our industry.";http://www.acil.org/?page=A13;Generic;"
Biology"
Nationwide;Female;Providian Medical Scholarship;$500;"Providian Medical, a leading company in the sales and service of new and refurbished ultrasound, MRI, and CT medical equipment, is continuing its annual ""Providian Medical Scholarship""ù in an effort to reward hard working students across the country. At Providian Medical, we believe that education is key for anyone preparing to enter the workplace and embark on a career. To that end, we hope to play a small part in helping students achieve their educational goals with this bi-annual $500 scholarship.";http://www.providianmedical.com/providian-medical-scholarship/;Generic;"
Pre-Medicine, Biology"
Nationwide;Female;Francenia E. Fisher Scholarship;$2,500;"
A scholarship of up to $2,500 awarded annually to an outstanding senior biological science major specializing in botany. This scholarship is intended to encourage talented undergraduates to pursue careers in plant biology. Selection criteria include academic excellence, competence in plant biology, and demonstrated interest in a career in the plant sciences.";http://www.bio.fsu.edu/undergrad/scholarships.php;Generic;"
Pre-Medicine, Biology"
Nationwide;Female;Central Michigan University Biology Scholarships;Varies;This scholarship is used to provide awards to incoming freshmen who intend to major in biology and who have outstanding high school academic backgrounds.;https://www.cmich.edu/colleges/se/biology/Resources%20for%20Students/Scholarships/Pages/default.aspx;Generic;
Nationwide;Female;Kent State Biological Sciences Scholarships;Varies;Every year, the Department of Biological Sciences offers in scholarships and awards to recognize our biology major's achievements in academia. Please watch for announcements for the call of applications at the beginning of the fall semester.;https://www.kent.edu/biology/awards-and-scholarships;Generic;"
Pre-Medicine, Biology"
Nationwide;Female;Undergraduate Biology Scholarships @ IUPUI;$12,000;Indiana University - Purdue University Indianapolis provides a wide range of scholarships for outstanding biology majors in all years of study.;https://biology.iupui.edu/becomeastudent/payingforcollege/scholarships?page=0&type=all&dept=1;Generic;"
Pre-Medicine, Biology"
Nationwide;Female;Universities Space Research Association Scholarship Awards;Varies;"
The USRA Scholarship Awards provide college scholarship awards to students who have shown a career interest in science or engineering with an emphasis on space research or space science education.";https://www.usra.edu/educational-activities-and-opportunities/usra-scholarship-awards;Generic;Veterinary Studies, Psychology, Pre-Medicine, Physics, Nutritional Science, Nursing, Mathematics/Statistics, Kinesiology/Exercise Science, Information Technology, Health Professions, Engineering, Earth Science/Geology, Dental Studies, Computer Science, Chemistry, Biology, Astronomy/Astrophysics
Nationwide;Female;University of Houston Biology & Biochemistry Scholarships;Varies;"
University of Houston provides various scholarships for support of the study of biology and biochemistry by outstanding students.";http://www.bchs.uh.edu/undergraduate/scholarships/index.php;Generic;"
Pre-Medicine, Biology"
Nationwide;Female;University of Memphis Undergraduate Biology Scholarships;Varies;Undergraduate biology students at the University of Memphis with various specific subject interests are eligible for many scholarships.;http://www.memphis.edu/biology/scholarships/index.php;Generic;Pre-Medicine, Biology
Nationwide;Female;University of Missouri Biology Scholarships;Varies;"
The Division of Biological Sciences recognizes academic achievement with a number of endowed awards and scholarships.";http://biology.missouri.edu/undergraduate-studies/scholarships/;Generic;"
Pre-Medicine, Biology"
Nationwide;Female;Varina Vaughn - Winona Jordan Scholarship;$1,000;"
Scholarship of up to $1,000 awarded annually to an outstanding upper-division biological science major who intends to pursue a career in the plant sciences.";http://www.bio.fsu.edu/undergrad/scholarships.php;Generic;Pre-Medicine, Biology
Nationwide;Female;Western Michigan University Biological Sciences Scholarships;Varies;"
Students at Western Michigan University are often recognized for outstanding work in the Department of Biological Sciences. Scholarships and awards vary in size, qualifications and application process.";https://wmich.edu/biology/scholarships;Generic;Pre-Medicine, Biology
Nationwide;Female;GEICO Achievement Awards;$2,500;"
This long-standing GEICO tradition supports some of our country's most outstanding college students by providing $2,500 awards, and recognizing their dedication to academic success, leadership and community service.";http://careers.geico.com/careers/students-and-grads/achievement-awards/program-overview/;Generic;"
Business/Management, Computer Science, Economics, Information Technology, Marketing, Mathematics/Statistics, Sports Management"
Nationwide;Female;North American Van Lines Logistics Scholarship;$1,000;North American Van Lines, one of the leading moving companies in the United States, is committed to supporting the community as well as the growth and development of the moving services and logistics industries. Five lucky qualified entrants will each win a $1,000 scholarship towards their degree in logistics or supply chain management at the college or university of their choice.;https://www.northamerican.com/scholarship;Generic;"
Any Major"
Nationwide;Female;NSHSS Foundation Business/Public Policy Scholarship;$1,000;"
High school seniors with a minimum GPA of 3.0 and demonstrated desire to major in business, economics, or public policy are eligible. Requirements include personal statement, list of related activities, photo, transcript, and educator recommendation. **Note to applicants: A transcript, resume, essay, and photo must be submitted for all NSHSS Foundation scholarships. (The Business/Public Policy Scholarship requires a list of business-related experiences in lieu of a resume). One educator recommendation will be applied to all NSHSS Foundation scholarships.";http://nshssfoundation.org/scholarships/business-economics-and-public-policy-scholarships/;Generic;"
Business/Management, Marketing, Sports Management, Finance/Accounting"
Nationwide;Female;Berbay Scholarship Program;$1,000;Berbay Marketing & Public Relations endows a $1,000 scholarship to a marketing, public relations or communications student who demonstrates a high level of writing skill, academic excellence and creativity. This scholarship is awarded annually to a single student in order to help support their education for a professional career in the field.;http://www.berbay.com/resources/scholarship/;Generic;Marketing, Communications/Journalism
Nationwide;Female;GMR Web Team Marketing Scholarship Program;$500;All applicants must be currently enrolled as an undergraduate at a university, and must be pursuing a marketing degree or a business degree with an emphasis in marketing. Applicants are required to use their college email address (.edu) when registering for the scholarship.;https://www.gmrwebteam.com/scholarship;Generic;Sports Management, Marketing, Business/Management
Nationwide;Female;Herman F.A. Lange Scholarship;Varies;"
Must have a Major in Parks, Recreation, Tourism, Sports Management, or Leisure Service.";;Generic;Sports Management, Marketing, Business/Management
Nationwide;Female;HubShout Internet Marketing Scholarship;$1,000;"
HubShout is pleased to be supporting the next generation of Internet Marketing professionals. In the SEO Reseller space for the better part of a decade, we feel it is important to give back. The scholarship is open to students with at least one year of college. They must also have a minimum of 3.0 GPA to apply. A scholarship award of $1,000 (each) is awarded to the strongest candidate with a demonstrated passion for Internet Marketing.";https://hubshout.com/?p=Scholarship;Generic;"
Sports Management, Marketing, Business/Management"
Nationwide;Female;Jane M. Klausman Women in Business Scholarship;Varies;"
The program operates at the Zonta club, district/region and international levels. Zonta annually awards up to 32 scholarships of US$1,000 each at the district/region level and 12 international scholarships in the amount of US$7,000 each.";http://foundation.zonta.org/Our-Programs/Educational-Programs/Jane-M-Klausman-Women-in-Business-Scholarship;Generic;"
Sports Management, Marketing, Business/Management"
Nationwide;Female;Mendez Scholarships;Varies;Mendez Scholarships Non-Profit provides scholarships for outstanding servant-leader junior and senior students studying engineering, pharmacy, or business.;http://www.mendezscholars.org/;Generic;Sports Management, Marketing, Engineering, Business/Management
Nationwide;Female;Pitt Business Scholarships;Varies;The University of Pittsburgh offers many scholarships for business and management undergraduate students.;http://www.cba.pitt.edu/tuition-financial-aid-and-scholarships;Generic;Sports Management, Marketing, Business/Management
Nationwide;Female;The LAGRANT Foundation Graduate Scholarship;Varies;"
The scholarship recipients will receive a trip to Atlanta where they will participate in career building activities. This includes a welcome dinner with a keynote speaker, two day-long career development workshops and a scholarship & donor recognition reception. During these activities, students will have the opportunity to meet industry professionals, network and gain exposure to the advertising, marketing and public relations world. TLF accepts applications from undergraduate students (current freshmen, sophomores, juniors and non-graduating seniors ONLY) and graduate students.";https://www.lagrantfoundation.org/Graduate%20Scholarships;Minority;Sports Management, Marketing, Business/Management
Nationwide;Female;The LAGRANT Foundation Undergraduate Scholarship;$2,500;The scholarship recipients will receive a trip to Atlanta where they will participate in career building activities. This includes a welcome dinner with a keynote speaker, two day-long career development workshops and a scholarship & donor recognition reception. During these activities, students will have the opportunity to meet industry professionals, network and gain exposure to the advertising, marketing and public relations world. TLF accepts applications from undergraduate students (current freshmen, sophomores, juniors and non-graduating seniors ONLY) and graduate students.;;Minority;"
Sports Management, Marketing, Business/Management"
Nationwide;Female;ACS-Hach Land Grant Undergraduate Scholarship;$10,000;"
The ACS-Hach Land Grant Undergraduate Scholarship is awarded to undergraduate chemistry majors who attend one of our 72 partner institutions and express an interest in teaching high school chemistry. Students are selected on the bases of chemistry aptitude, interest, and need. The selection process is administered by partner universities.";http://www.acs.org/content/acs/en/funding-and-awards/scholarships/hachundergradscholarship.html;Generic;Chemistry
Nationwide;Female;CIC/Anna Chennault Scholarship;$5,000;"
To encourage students to pursue journalism as a career. To induce competitors to research, learn and give an opinion on a topical news item and to take a stand on this particular issue. Candidates will be judged on the basis of academic achievement, demonstrated journalistic ability, commitment to the field of journalism and/or sensitivity to Asian American and Pacific Islander Issues.";http://www.aaja.org/cic-anna-chennault-scholarship;Generic;Communications/Journalism
Nationwide;Female;Gioles Scholarship;$1,000;The Gioles Scholarship is for students pursuing higher education in Journalism of Eastern Orthodox faith.;https://www.goarch.org/-/scholarships;Generic;Communications/Journalism
Nationwide;Female;SanDisk Scholars Program;$2,500;Established in 2012, the SanDisk Scholars Program supports the educational goals of students in pursuit of careers in engineering and computer science. The program awards scholarships of up to $10,000 per student to graduating high school seniors, community-college students, and students already enrolled in an engineering or computer science related course of study in need of financial support to reach their goals.;https://www.sandisk.com/about/corp-responsibility/scholars-program;Generic;"
Computer Science, Engineering"
Nationwide;Female;STEM Majors Scholarship;Varies;"
Applicants will be considered for all AFCEA STEM Major scholarship opportunities for which they are qualified. Applications will be accepted from current eligible undergraduate and graduate-level students majoring in STEM fields to include Cyber Security, Intelligence and Homeland Security-related disciplines.";http://www.afcea.org/site/?q=foundation/scholarships/stem-majors;Generic;"
Computer Science"
Nationwide;Female;Generation Google Scholarship;$10,000;"
The Generation Google Scholarship was established to help aspiring computer scientists excel in technology and become leaders in the field. A group of undergraduate and graduate students will be chosen from the applicant pool, and scholarships will be awarded based on the strength of each candidate's impact on diversity, demonstrated leadership and academic background. Selected students will receive 10,000 USD (for those studying in the US) or 5,000 CAD (for those studying in Canada) for the 2019-2020 school year will also be invited to attend the Google Scholars' Retreat in the summer of 2019.";https://edu.google.com/scholarships/the-generation-google-scholarship/;Generic;"
Computer Science"
Nationwide;Female;Google Lime Scholarship;$10,000;Google's education and scholarship programs aim to inspire and help students become future leaders in computing and technology by breaking down the barriers that prevent them from entering these fields. As part of our commitment, we've partnered with Lime Connect, a nonprofit organization that supports students with disabilities while they pursue education and promising careers, to help university students with disabilities work toward their academic goals in the field of computer science. Selected students will receive 10,000 USD (for those studying in the US) or 5,000 CAD (for those studying in Canada) for the 2019-2020 school year and will be invited to attend the Google Scholars' Retreat in the summer of 2019.;https://edu.google.com/scholarships/the-google-lime-scholarship/;Generic;Computer Science
Nationwide;Female;Google SVA Scholarship;$10,001;As part of our commitment to military veterans, Google established the Google SVA Scholarship in partnership with Student Veterans of America. The scholarship provides assistance to student veterans who are pursuing university degrees in the field of computer science in the U.S. Selected students will receive 10,000 USD for the upcoming school year and will be invited to attend the Google Scholars' Retreat in the summer.;https://edu.google.com/scholarships/google-sva-scholarship/;Generic;Computer Science
Nationwide;Female;Microsoft College Tuition Scholarship;Varies;Microsoft awards college tuition scholarships each year to encourage students to pursue studies in Computer Science and related STEM (Science, Technology, Engineering, and Math) disciplines. Recipients will be awarded in recognition of their demonstrated passion for technology, academic excellence and leadership while working to push the software industry forward.;https://careers.microsoft.com/students/scholarships;Generic;"
Computer Science"
Nationwide;Female;The Generation Google Scholarship;$10,000;The Generation Google Scholarship was established to help aspiring computer scientists excel in technology and become leaders in the field. Selected students will receive 10,000 USD (for those studying in the US) or 5,000 CAD (for those studying in Canada) for the school year. As part of the scholarship, current high school seniors who are entering their first year of university will be required to attend Google's Computer Science Summer Institute (CSSI) in the summer. Current undergraduate or graduate students will be invited to attend the Google Scholars' Retreat in the summer.;https://www.google.com/edu/scholarships/the-generation-google-scholarship/;Generic;
Nationwide;Female;Women Techmakers Scholars Program;$10,000;"
Through the Women Techmakers Scholars Program - formerly the Google Anita Borg Memorial Scholarship Program - Google is furthering Dr. Anita Borg's vision of creating gender equality in the field of computer science by encouraging women to excel in computing and technology and become active leaders and role models in the field.";https://www.womentechmakers.com/scholars;Generic;Computer Science
